id_department,department_name,terrain_area,old_antenna,new_antenna_type
2,Antioquia,1286000,16,a
23,Putumayo,59400,20,a
22,Norte de Santander,235400,24,c
24,Quindio,40400,6,a
14,Cundinamarca,1229600,5,d
25,Risaralda,1865800,11,e
5,Bolivar,1208800,2,a
9,Casanare,1252000,18,e
3,Arauca,416800,29,e
31,Vaupes,1163600,8,c
15,Guainia,62400,29,b
14,Cundinamarca,435600,8,e
16,Guaviare,1035800,20,a
26,San Andres y Providencia,1767200,4,a
6,Boyaca,1683000,14,b
28,Sucre,1399600,24,e
22,Norte de Santander,886800,15,a
8,Caqueta,12000,8,b
23,Putumayo,221000,16,c
11,Cesar,1900400,5,a
23,Putumayo,826000,24,b
2,Antioquia,1471400,8,e
31,Vaupes,1189600,17,b
4,Atlantico,157600,6,c
25,Risaralda,1222400,14,a
31,Vaupes,443600,13,d
2,Antioquia,405000,10,b
29,Tolima,225400,16,e
30,Valle del Cauca,1449200,11,d
9,Casanare,1170400,19,e
22,Norte de Santander,619000,29,c
28,Sucre,1294000,24,c
1,Amazonas,386400,13,e
8,Caqueta,1210800,3,e
9,Casanare,1484200,22,b
28,Sucre,1750000,30,c
30,Valle del Cauca,659200,10,a
20,Meta,1068400,16,c
5,Bolivar,775600,22,b
11,Cesar,1465600,25,b
14,Cundinamarca,802600,3,b
16,Guaviare,988800,5,a
20,Meta,146800,9,d
9,Casanare,984200,20,c
4,Atlantico,505400,16,c
5,Bolivar,100800,22,d
5,Bolivar,458800,10,c
11,Cesar,163000,23,d
10,Cauca,137800,19,c
1,Amazonas,754000,16,d
20,Meta,202600,13,c
18,La Guajira,1712200,12,d
9,Casanare,1539600,5,c
29,Tolima,1988400,4,e
27,Santander,186600,28,c
17,Huila,1726200,4,b
18,La Guajira,1873000,18,c
6,Boyaca,453600,1,a
8,Caqueta,734400,16,a
31,Vaupes,1059600,28,a
3,Arauca,804400,20,a
27,Santander,1258200,11,d
11,Cesar,756800,17,b
11,Cesar,770200,24,e
26,San Andres y Providencia,230800,21,d
1,Amazonas,989000,23,e
8,Caqueta,345200,17,e
15,Guainia,1001600,24,a
11,Cesar,1219000,21,c
4,Atlantico,1615800,15,a
31,Vaupes,598600,19,b
28,Sucre,562400,26,e
23,Putumayo,257000,4,d
28,Sucre,1339800,5,b
13,Cordoba,967400,17,b
3,Arauca,1754000,29,a
31,Vaupes,1718000,1,a
13,Cordoba,1311200,30,a
12,Choco,285600,1,c
13,Cordoba,443200,26,b
15,Guainia,743000,25,e
2,Antioquia,1759600,0,d
30,Valle del Cauca,1759000,1,e
9,Casanare,1581600,28,c
17,Huila,1460000,20,a
17,Huila,1679800,30,e
12,Choco,538400,24,a
23,Putumayo,853600,2,d
2,Antioquia,843400,15,d
27,Santander,1591000,17,c
18,La Guajira,974400,4,c
18,La Guajira,647800,23,d
1,Amazonas,1404600,21,a
16,Guaviare,1552600,6,b
26,San Andres y Providencia,921000,22,d
29,Tolima,1666400,24,e
6,Boyaca,1868800,20,b
18,La Guajira,1611800,29,b
11,Cesar,1793600,17,e
29,Tolima,1987200,11,a
13,Cordoba,1707000,29,b
2,Antioquia,1820400,11,e
30,Valle del Cauca,840400,21,b
12,Choco,1850200,7,e
23,Putumayo,220200,4,a
11,Cesar,182400,12,c
26,San Andres y Providencia,191400,14,b
13,Cordoba,1229200,21,a
8,Caqueta,1077600,0,d
11,Cesar,704000,10,e
27,Santander,1511000,9,e
14,Cundinamarca,109200,18,b
24,Quindio,936400,24,b
31,Vaupes,1728400,9,e
18,La Guajira,1458000,3,b
11,Cesar,1171000,27,e
27,Santander,190800,6,d
27,Santander,1760800,11,d
32,Vichada,1955800,28,c
1,Amazonas,1088600,8,e
6,Boyaca,896000,16,b
4,Atlantico,570400,28,e
28,Sucre,1519800,15,c
20,Meta,1951000,9,d
7,Caldas,1216400,12,e
11,Cesar,1306800,2,b
9,Casanare,310000,2,d
16,Guaviare,778600,18,b
9,Casanare,1099200,14,e
4,Atlantico,1508400,13,b
6,Boyaca,744600,5,b
16,Guaviare,1080000,11,b
9,Casanare,449800,7,e
10,Cauca,1980000,19,c
10,Cauca,1337800,26,d
26,San Andres y Providencia,1607200,17,c
28,Sucre,1307200,29,c
6,Boyaca,83800,7,a
12,Choco,1467600,25,a
2,Antioquia,1490000,2,c
19,Magdalena,216800,3,d
19,Magdalena,1460600,21,d
19,Magdalena,516400,18,b
23,Putumayo,1688000,16,a
29,Tolima,1239000,25,e
20,Meta,950400,18,a
27,Santander,289000,0,e
11,Cesar,1899800,5,d
14,Cundinamarca,450400,14,d
6,Boyaca,1690400,21,c
20,Meta,1259000,6,a
12,Choco,736400,0,a
14,Cundinamarca,1291200,8,d
18,La Guajira,853000,17,b
13,Cordoba,77800,8,e
2,Antioquia,74000,2,c
4,Atlantico,1730600,11,e
21,Narino,14800,4,b
17,Huila,1724000,26,c
17,Huila,1900600,9,b
31,Vaupes,1553000,1,d
25,Risaralda,627600,18,d
17,Huila,1967200,8,b
1,Amazonas,728400,17,b
11,Cesar,1489800,10,a
31,Vaupes,864400,3,c
14,Cundinamarca,681800,16,c
31,Vaupes,1190200,21,c
2,Antioquia,1207200,27,b
16,Guaviare,1036800,24,a
1,Amazonas,831800,22,b
15,Guainia,816600,6,a
12,Choco,619400,8,b
25,Risaralda,436400,13,c
29,Tolima,1718000,13,b
11,Cesar,639200,11,c
6,Boyaca,1669000,30,b
5,Bolivar,424200,23,b
1,Amazonas,1683200,10,a
26,San Andres y Providencia,65600,25,d
31,Vaupes,386800,10,c
29,Tolima,2600,17,e
30,Valle del Cauca,910600,28,a
10,Cauca,751600,16,e
8,Caqueta,1028000,29,a
12,Choco,1639600,8,a
10,Cauca,1500200,29,b
11,Cesar,1597800,3,c
24,Quindio,572000,25,e
26,San Andres y Providencia,729000,30,c
23,Putumayo,1323200,23,a
3,Arauca,368200,30,d
13,Cordoba,1587200,10,a
11,Cesar,182200,12,a
16,Guaviare,130000,21,c
5,Bolivar,122800,3,d
4,Atlantico,1803200,29,a
3,Arauca,149800,13,e
18,La Guajira,624200,18,d
3,Arauca,1761600,22,c
29,Tolima,294600,8,c
28,Sucre,879200,13,c
3,Arauca,835600,19,d
21,Narino,236200,27,e
1,Amazonas,521800,12,b
13,Cordoba,1460000,25,a
7,Caldas,1320400,11,d
30,Valle del Cauca,149200,18,d
25,Risaralda,159800,3,b
27,Santander,66800,21,c
3,Arauca,649400,11,a
26,San Andres y Providencia,912800,24,e
10,Cauca,1699200,30,e
32,Vichada,429200,11,a
17,Huila,123400,14,b
9,Casanare,1088200,22,d
29,Tolima,1194200,15,b
4,Atlantico,1686800,10,d
10,Cauca,1525000,6,b
23,Putumayo,1732000,22,d
4,Atlantico,527400,3,e
16,Guaviare,237800,12,d
12,Choco,1677000,14,b
15,Guainia,1522400,23,e
26,San Andres y Providencia,1420600,8,b
15,Guainia,52400,28,a
22,Norte de Santander,384000,7,e
8,Caqueta,296000,27,b
12,Choco,1735400,26,b
4,Atlantico,132200,29,e
14,Cundinamarca,1276800,6,d
32,Vichada,154000,10,b
26,San Andres y Providencia,852600,12,c
13,Cordoba,1868800,20,a
15,Guainia,978000,8,a
22,Norte de Santander,925200,21,c
11,Cesar,1073400,15,a
10,Cauca,1631600,1,b
15,Guainia,802200,13,e
5,Bolivar,912800,0,e
28,Sucre,924200,0,b
26,San Andres y Providencia,1477600,10,a
9,Casanare,697000,11,c
15,Guainia,829600,25,e
22,Norte de Santander,580400,18,d
26,San Andres y Providencia,1512600,25,d
10,Cauca,1664200,3,d
25,Risaralda,1331200,13,e
24,Quindio,1362000,6,b
22,Norte de Santander,1255200,21,d
29,Tolima,1108000,19,e
24,Quindio,216600,15,a
16,Guaviare,545800,9,c
12,Choco,1044800,6,a
1,Amazonas,1656800,8,e
3,Arauca,1509000,27,b
30,Valle del Cauca,1013400,4,a
12,Choco,1933600,4,b
17,Huila,129800,5,d
29,Tolima,502200,29,d
21,Narino,417800,16,a
23,Putumayo,389600,8,a
32,Vichada,92800,17,d
23,Putumayo,541000,25,d
12,Choco,942600,17,e
29,Tolima,1026200,6,c
8,Caqueta,173200,19,b
24,Quindio,1400,16,e
11,Cesar,1154200,18,b
17,Huila,1762000,8,b
5,Bolivar,364400,3,d
7,Caldas,136000,28,b
15,Guainia,1050400,9,d
31,Vaupes,13000,14,e
28,Sucre,1948000,12,b
27,Santander,1999000,22,c
18,La Guajira,1959000,1,c
11,Cesar,152000,16,e
21,Narino,1772600,0,a
18,La Guajira,667800,3,b
1,Amazonas,1761400,1,d
11,Cesar,1174800,29,b
29,Tolima,1037200,20,a
17,Huila,1127800,22,c
32,Vichada,34000,24,d
6,Boyaca,443400,23,a
20,Meta,1018600,2,a
4,Atlantico,416200,1,d
13,Cordoba,1492000,14,c
25,Risaralda,1111400,17,b
32,Vichada,1247400,23,c
17,Huila,1809000,5,e
7,Caldas,1534000,14,c
26,San Andres y Providencia,840400,0,c
22,Norte de Santander,1319200,16,e
27,Santander,280600,9,b
19,Magdalena,59000,28,b
2,Antioquia,1641600,4,c
18,La Guajira,1483600,21,c
5,Bolivar,713600,1,c
20,Meta,1851000,11,a
24,Quindio,1810000,21,b
4,Atlantico,1338600,21,e
8,Caqueta,1502800,25,a
21,Narino,908200,17,b
32,Vichada,1034400,5,a
12,Choco,1923800,28,c
13,Cordoba,1852600,4,b
31,Vaupes,1258600,7,d
13,Cordoba,715600,14,c
7,Caldas,638200,4,c
4,Atlantico,159400,25,b
23,Putumayo,1681800,0,a
18,La Guajira,1966400,3,b
2,Antioquia,1889600,22,a
5,Bolivar,627200,11,d
4,Atlantico,729000,14,d
26,San Andres y Providencia,12800,2,d
13,Cordoba,586600,2,e
22,Norte de Santander,788800,26,b
26,San Andres y Providencia,260200,12,d
9,Casanare,192200,17,b
2,Antioquia,735600,26,b
21,Narino,1944400,13,e
16,Guaviare,156200,11,e
26,San Andres y Providencia,1865400,11,d
20,Meta,1358400,16,a
24,Quindio,1426600,10,b
22,Norte de Santander,263600,19,a
15,Guainia,617600,16,a
18,La Guajira,601200,22,d
16,Guaviare,542000,25,b
8,Caqueta,343600,29,a
23,Putumayo,1681000,10,b
10,Cauca,948600,11,a
27,Santander,1478400,6,e
2,Antioquia,1791200,18,d
4,Atlantico,980000,2,e
14,Cundinamarca,122600,21,c
29,Tolima,1320400,1,d
14,Cundinamarca,664200,14,e
18,La Guajira,771600,20,d
1,Amazonas,1749000,0,a
12,Choco,1431800,12,b
24,Quindio,1706200,6,b
10,Cauca,33600,20,c
3,Arauca,582800,2,d
16,Guaviare,14600,8,a
30,Valle del Cauca,692400,17,a
25,Risaralda,432400,28,a
24,Quindio,1565800,28,d
27,Santander,334800,19,e
12,Choco,302800,14,d
3,Arauca,1534400,11,c
28,Sucre,1700000,6,e
13,Cordoba,1212000,21,b
7,Caldas,266400,10,e
15,Guainia,1084200,18,b
25,Risaralda,1473000,3,e
18,La Guajira,1211600,4,d
10,Cauca,653800,21,a
6,Boyaca,228000,5,a
2,Antioquia,632400,13,e
29,Tolima,968200,9,e
4,Atlantico,1220600,11,c
7,Caldas,494200,26,e
16,Guaviare,987800,14,c
13,Cordoba,1950400,0,d
12,Choco,760000,10,a
2,Antioquia,1628400,28,a
30,Valle del Cauca,913400,9,a
19,Magdalena,891000,27,d
6,Boyaca,449800,19,b
32,Vichada,250200,29,a
27,Santander,571600,21,a
8,Caqueta,1026800,18,b
2,Antioquia,1455800,10,a
13,Cordoba,1926200,5,e
3,Arauca,493600,10,b
21,Narino,802200,28,a
2,Antioquia,1029000,18,d
17,Huila,1610400,9,c
1,Amazonas,155400,29,b
30,Valle del Cauca,1338800,13,d
32,Vichada,756600,29,b
6,Boyaca,1943000,21,c
12,Choco,517800,25,e
12,Choco,289600,7,c
28,Sucre,1443600,29,b
26,San Andres y Providencia,1687800,30,d
25,Risaralda,1206200,5,c
29,Tolima,1221400,25,c
4,Atlantico,1366800,7,c
3,Arauca,1671000,17,e
29,Tolima,718000,12,a
27,Santander,1900600,12,d
3,Arauca,1477000,28,a
5,Bolivar,1924800,9,d
15,Guainia,1264800,17,e
7,Caldas,1354200,19,a
9,Casanare,1917800,15,e
29,Tolima,855600,30,c
8,Caqueta,1521000,18,b
5,Bolivar,1581600,12,c
3,Arauca,1324400,29,c
14,Cundinamarca,654800,16,e
5,Bolivar,539200,30,c
9,Casanare,1922200,13,a
9,Casanare,648600,20,b
25,Risaralda,1138800,4,a
29,Tolima,250600,25,c
5,Bolivar,536000,14,a
23,Putumayo,1227600,19,e
28,Sucre,1767200,1,d
13,Cordoba,1953800,15,d
10,Cauca,1695600,8,d
18,La Guajira,518000,3,e
19,Magdalena,1164000,18,e
9,Casanare,1824000,13,c
31,Vaupes,1144600,11,d
12,Choco,1317400,10,b
31,Vaupes,230600,18,d
23,Putumayo,1487800,8,a
22,Norte de Santander,1461400,20,b
23,Putumayo,1800200,23,e
16,Guaviare,303800,19,b
13,Cordoba,528200,18,a
3,Arauca,469400,14,b
22,Norte de Santander,381200,20,e
9,Casanare,1557000,7,e
13,Cordoba,1343800,2,b
24,Quindio,533600,23,b
3,Arauca,733400,7,b
8,Caqueta,1598600,23,b
28,Sucre,1122800,11,a
12,Choco,1721000,11,b
32,Vichada,296800,14,d
12,Choco,94800,24,b
6,Boyaca,944800,24,b
18,La Guajira,1184800,5,c
20,Meta,1604200,9,b
27,Santander,1101200,8,d
31,Vaupes,1703400,9,d
13,Cordoba,729600,26,b
31,Vaupes,925400,23,a
3,Arauca,858800,30,b
29,Tolima,412600,19,e
3,Arauca,1937800,0,a
11,Cesar,958200,6,c
12,Choco,1187600,18,e
1,Amazonas,586000,13,e
9,Casanare,870400,0,e
12,Choco,605600,19,e
32,Vichada,576800,2,c
5,Bolivar,677400,20,d
31,Vaupes,566800,29,e
29,Tolima,1158400,11,d
20,Meta,1306800,20,c
17,Huila,196200,25,a
24,Quindio,1721000,8,e
12,Choco,492600,21,c
7,Caldas,1186800,25,d
6,Boyaca,1121200,8,d
18,La Guajira,1790400,30,a
25,Risaralda,1911200,13,c
15,Guainia,857800,15,d
3,Arauca,1313000,16,a
30,Valle del Cauca,647200,28,c
9,Casanare,1677200,23,b
13,Cordoba,688400,2,e
19,Magdalena,1491600,7,a
16,Guaviare,1068200,4,c
26,San Andres y Providencia,225800,13,d
21,Narino,972400,5,e
24,Quindio,1596800,30,b
27,Santander,1221000,21,e
17,Huila,1228800,16,d
29,Tolima,1676800,23,a
14,Cundinamarca,10400,16,d
2,Antioquia,1041000,10,e
11,Cesar,64400,12,c
22,Norte de Santander,1524600,29,a
28,Sucre,741600,4,e
30,Valle del Cauca,504400,4,b
14,Cundinamarca,173800,17,e
1,Amazonas,320200,26,b
7,Caldas,1114800,30,e
23,Putumayo,936400,24,c
13,Cordoba,1864200,21,b
15,Guainia,276400,10,b
10,Cauca,1618200,25,a
10,Cauca,869600,23,c
8,Caqueta,139400,17,d
17,Huila,1233000,4,d
8,Caqueta,1709800,11,d
6,Boyaca,517800,29,a
2,Antioquia,1471800,15,e
26,San Andres y Providencia,1366000,30,a
13,Cordoba,340600,11,d
6,Boyaca,769000,11,d
20,Meta,758600,18,b
6,Boyaca,1763400,17,d
19,Magdalena,41000,16,a
26,San Andres y Providencia,196400,8,a
29,Tolima,1477600,14,a
32,Vichada,1051400,17,b
13,Cordoba,682800,4,a
5,Bolivar,344600,22,e
23,Putumayo,1994600,0,a
29,Tolima,1025200,18,e
2,Antioquia,151800,30,a
15,Guainia,1289800,10,a
10,Cauca,1907200,15,e
16,Guaviare,495200,2,b
4,Atlantico,1117600,18,e
29,Tolima,1784000,25,c
26,San Andres y Providencia,1509400,19,c
18,La Guajira,129600,6,b
19,Magdalena,485400,30,c
5,Bolivar,1753400,0,b
13,Cordoba,151200,17,a
26,San Andres y Providencia,1740200,15,d
20,Meta,492200,5,c
28,Sucre,870000,6,c
29,Tolima,904400,2,a
8,Caqueta,783600,29,b
1,Amazonas,722600,17,c
23,Putumayo,749200,27,e
8,Caqueta,1094400,9,d
22,Norte de Santander,1139800,23,e
13,Cordoba,1407000,7,a
28,Sucre,239800,11,a
24,Quindio,1390000,4,d
18,La Guajira,233000,14,b
29,Tolima,96800,12,d
23,Putumayo,1171200,3,b
23,Putumayo,1970600,17,e
8,Caqueta,279000,26,b
9,Casanare,1890200,29,a
15,Guainia,1598000,13,a
9,Casanare,77000,16,a
5,Bolivar,1478200,25,a
31,Vaupes,192200,11,e
5,Bolivar,199400,2,b
8,Caqueta,298600,25,a
14,Cundinamarca,1804400,16,a
13,Cordoba,170600,3,a
19,Magdalena,566400,12,d
2,Antioquia,258800,21,e
13,Cordoba,344400,18,a
10,Cauca,235800,2,b
13,Cordoba,1838800,0,d
16,Guaviare,238600,21,d
9,Casanare,713200,25,d
23,Putumayo,117800,28,b
3,Arauca,1425800,7,a
14,Cundinamarca,1352400,17,e
19,Magdalena,1879400,7,d
3,Arauca,1257200,27,a
26,San Andres y Providencia,1681800,3,c
14,Cundinamarca,1188200,15,c
27,Santander,954600,9,c
23,Putumayo,143000,30,c
14,Cundinamarca,1939400,28,b
27,Santander,643600,2,a
3,Arauca,1045200,22,d
30,Valle del Cauca,1179000,0,a
31,Vaupes,1610400,20,e
3,Arauca,808400,19,e
21,Narino,1039800,24,a
2,Antioquia,1073400,1,e
8,Caqueta,155400,11,d
32,Vichada,1059000,4,e
30,Valle del Cauca,1347000,16,d
31,Vaupes,1047600,20,e
6,Boyaca,313200,27,d
16,Guaviare,775400,9,a
5,Bolivar,958400,21,e
21,Narino,841600,28,c
20,Meta,102000,22,e
12,Choco,486400,8,a
24,Quindio,471800,12,b
2,Antioquia,1635400,14,b
3,Arauca,1309200,10,e
12,Choco,437000,17,d
19,Magdalena,1204400,9,c
27,Santander,1134200,9,a
15,Guainia,695600,18,d
6,Boyaca,1433800,29,d
4,Atlantico,1793400,16,c
3,Arauca,1821800,4,c
4,Atlantico,381400,17,e
5,Bolivar,922000,14,e
30,Valle del Cauca,751400,23,c
3,Arauca,566600,23,a
19,Magdalena,1787400,12,d
5,Bolivar,1487600,21,d
15,Guainia,878400,28,b
10,Cauca,176800,11,b
4,Atlantico,1823400,5,d
7,Caldas,1343400,19,a
10,Cauca,251400,5,c
31,Vaupes,354200,8,c
10,Cauca,1046800,6,b
25,Risaralda,1952000,22,e
19,Magdalena,1918800,9,d
4,Atlantico,1601600,27,d
16,Guaviare,250000,15,d
30,Valle del Cauca,1187200,3,b
30,Valle del Cauca,1154800,10,b
29,Tolima,1308800,9,d
22,Norte de Santander,1142800,24,c
15,Guainia,1390400,16,a
7,Caldas,1831400,19,e
25,Risaralda,1884400,20,e
16,Guaviare,957600,28,b
17,Huila,1243000,24,e
13,Cordoba,6600,8,b
13,Cordoba,1122800,27,c
29,Tolima,839200,26,e
13,Cordoba,901600,8,c
13,Cordoba,1836000,3,a
11,Cesar,281200,24,d
28,Sucre,136200,16,c
2,Antioquia,1829200,20,d
7,Caldas,286800,17,a
3,Arauca,104000,13,d
20,Meta,162000,24,b
2,Antioquia,1617400,5,a
12,Choco,737200,10,e
27,Santander,1577000,17,d
5,Bolivar,1351400,8,e
2,Antioquia,1993600,7,a
1,Amazonas,578800,13,d
10,Cauca,1570000,29,d
2,Antioquia,1998600,20,c
6,Boyaca,1077000,22,e
4,Atlantico,1376800,18,d
12,Choco,65600,23,e
15,Guainia,834200,22,b
6,Boyaca,957000,11,a
32,Vichada,616200,9,c
28,Sucre,1645400,24,b
30,Valle del Cauca,1954200,4,c
15,Guainia,1401000,28,e
23,Putumayo,1445800,17,a
31,Vaupes,1030000,25,c
16,Guaviare,1682400,16,b
3,Arauca,1800200,9,c
11,Cesar,1527200,15,b
9,Casanare,68400,29,e
17,Huila,1863200,1,c
9,Casanare,1608600,23,b
22,Norte de Santander,1887600,20,e
1,Amazonas,237600,29,b
9,Casanare,385800,20,b
2,Antioquia,1644800,25,b
5,Bolivar,1480800,9,d
11,Cesar,770200,12,a
32,Vichada,405400,30,b
18,La Guajira,1030800,1,c
28,Sucre,1868800,16,e
27,Santander,1642200,8,c
1,Amazonas,208000,11,c
17,Huila,48600,19,e
29,Tolima,1804800,30,c
11,Cesar,1326200,22,c
4,Atlantico,1581800,23,d
17,Huila,1715000,8,a
16,Guaviare,351400,29,a
11,Cesar,415000,14,c
4,Atlantico,756800,5,b
10,Cauca,1646800,21,e
18,La Guajira,1156400,14,e
23,Putumayo,1733800,30,e
17,Huila,250400,7,d
30,Valle del Cauca,1558600,18,d
3,Arauca,350400,2,c
15,Guainia,453200,16,a
13,Cordoba,1899200,16,a
4,Atlantico,1779200,30,b
12,Choco,590200,23,e
7,Caldas,1330200,24,c
9,Casanare,116200,12,b
22,Norte de Santander,702800,17,e
24,Quindio,1124200,29,d
17,Huila,1232400,3,b
23,Putumayo,1529600,7,c
22,Norte de Santander,958400,5,c
17,Huila,650400,24,e
8,Caqueta,560200,0,c
13,Cordoba,584000,30,e
29,Tolima,1903400,20,a
30,Valle del Cauca,1463200,22,c
17,Huila,637200,1,d
29,Tolima,893400,1,c
24,Quindio,144800,1,c
12,Choco,1330600,24,b
5,Bolivar,573200,22,d
17,Huila,204600,24,c
16,Guaviare,1209000,19,c
3,Arauca,864400,27,e
14,Cundinamarca,1562000,15,b
27,Santander,414000,3,c
20,Meta,141400,20,c
29,Tolima,1908600,13,d
4,Atlantico,1252600,3,e
6,Boyaca,1643200,29,d
5,Bolivar,1345400,10,c
21,Narino,254000,1,d
10,Cauca,1879400,29,b
2,Antioquia,985600,3,a
26,San Andres y Providencia,1713600,26,c
2,Antioquia,275400,1,e
21,Narino,723000,1,d
7,Caldas,504600,27,b
15,Guainia,1208600,16,e
19,Magdalena,1386600,11,b
10,Cauca,1519600,8,a
11,Cesar,1962200,11,b
21,Narino,1964000,29,d
32,Vichada,1806800,23,c
12,Choco,251400,8,c
12,Choco,148000,16,a
19,Magdalena,1211800,15,d
21,Narino,767600,27,e
10,Cauca,1244600,14,b
12,Choco,501600,13,d
17,Huila,1827600,15,a
3,Arauca,1080400,3,b
2,Antioquia,1345800,9,b
8,Caqueta,1414200,19,b
24,Quindio,1407600,2,c
12,Choco,57400,16,b
25,Risaralda,531800,15,d
19,Magdalena,216200,6,e
9,Casanare,1347600,0,e
3,Arauca,13200,26,c
16,Guaviare,727800,17,c
30,Valle del Cauca,1707400,30,b
24,Quindio,705800,9,b
13,Cordoba,608200,17,c
3,Arauca,458000,28,b
8,Caqueta,1597800,23,d
31,Vaupes,773400,13,e
12,Choco,1885800,21,b
14,Cundinamarca,415800,5,d
23,Putumayo,1337400,23,a
11,Cesar,210800,24,a
7,Caldas,1723600,2,d
9,Casanare,1212200,22,b
9,Casanare,409600,11,c
28,Sucre,1056800,17,d
19,Magdalena,809000,22,e
19,Magdalena,1674000,14,b
7,Caldas,1567600,24,d
24,Quindio,1181200,12,e
4,Atlantico,4800,2,c
10,Cauca,67800,23,d
28,Sucre,1094600,22,e
26,San Andres y Providencia,1766200,11,d
10,Cauca,585000,28,e
30,Valle del Cauca,309400,1,e
18,La Guajira,416800,22,b
4,Atlantico,984800,12,a
26,San Andres y Providencia,256800,30,b
21,Narino,1190400,21,d
28,Sucre,670400,6,d
3,Arauca,958800,28,d
27,Santander,649800,10,b
17,Huila,1357600,10,c
15,Guainia,1211800,6,a
30,Valle del Cauca,131200,14,a
16,Guaviare,1829400,25,c
22,Norte de Santander,353800,30,d
17,Huila,440200,10,b
7,Caldas,331600,29,d
27,Santander,739000,10,b
21,Narino,1481400,18,c
30,Valle del Cauca,647800,16,c
13,Cordoba,1197200,28,a
18,La Guajira,46600,1,a
19,Magdalena,367800,5,b
31,Vaupes,52200,22,d
3,Arauca,923600,18,b
31,Vaupes,1229600,4,d
3,Arauca,338000,6,c
15,Guainia,950200,2,a
8,Caqueta,1594200,6,e
19,Magdalena,1296600,2,c
14,Cundinamarca,1256800,30,b
7,Caldas,1900400,24,c
8,Caqueta,19400,15,d
32,Vichada,1819600,23,e
13,Cordoba,603200,28,e
14,Cundinamarca,1600400,3,d
23,Putumayo,380000,27,e
28,Sucre,695400,2,c
17,Huila,508200,29,b
24,Quindio,1050800,21,b
24,Quindio,852400,2,c
25,Risaralda,1457200,5,a
18,La Guajira,1320200,10,a
6,Boyaca,46800,6,d
3,Arauca,340000,28,b
5,Bolivar,1759200,19,a
21,Narino,385200,20,b
2,Antioquia,485400,3,b
9,Casanare,1286800,28,c
5,Bolivar,978600,10,a
20,Meta,1249800,1,b
20,Meta,1626000,11,d
26,San Andres y Providencia,379200,29,a
5,Bolivar,253000,18,d
19,Magdalena,1294400,19,a
30,Valle del Cauca,665000,14,d
12,Choco,1109400,25,d
28,Sucre,1221800,22,d
32,Vichada,98400,27,e
4,Atlantico,1582000,4,d
32,Vichada,1212400,9,a
11,Cesar,537000,9,d
26,San Andres y Providencia,1182600,14,e
28,Sucre,653600,20,e
15,Guainia,1008200,2,b
29,Tolima,1696400,25,b
30,Valle del Cauca,1953000,16,b
30,Valle del Cauca,42800,30,a
28,Sucre,976400,24,c
32,Vichada,1020800,21,e
22,Norte de Santander,585000,19,d
16,Guaviare,1481600,30,d
12,Choco,1944200,26,c
2,Antioquia,1790600,11,c
5,Bolivar,262400,27,b
8,Caqueta,1905800,1,c
16,Guaviare,79200,21,b
13,Cordoba,1448000,5,e
24,Quindio,1026200,24,a
4,Atlantico,1589600,17,b
31,Vaupes,1339400,11,e
14,Cundinamarca,1956000,23,a
5,Bolivar,1154200,23,e
30,Valle del Cauca,298600,28,c
30,Valle del Cauca,1734400,11,b
9,Casanare,510000,0,e
1,Amazonas,1251600,22,d
20,Meta,1381000,22,c
4,Atlantico,256600,8,c
1,Amazonas,1022000,20,a
26,San Andres y Providencia,747800,3,a
30,Valle del Cauca,626200,18,c
28,Sucre,456400,1,a
11,Cesar,1815000,4,c
30,Valle del Cauca,1992800,10,c
1,Amazonas,587200,18,b
4,Atlantico,1449200,7,d
14,Cundinamarca,1351400,25,d
14,Cundinamarca,739200,27,d
13,Cordoba,1300000,10,a
18,La Guajira,505000,5,c
3,Arauca,1707000,23,c
23,Putumayo,888400,8,b
1,Amazonas,1485000,21,d
30,Valle del Cauca,1064600,0,c
8,Caqueta,1562600,26,c
24,Quindio,799800,25,d
18,La Guajira,1436400,13,c
26,San Andres y Providencia,734600,8,a
2,Antioquia,1926000,1,b
16,Guaviare,1598000,21,e
15,Guainia,1325400,5,c
11,Cesar,354400,6,b
6,Boyaca,1893600,22,a
21,Narino,128200,9,c
3,Arauca,1875400,6,a
32,Vichada,293200,12,b
5,Bolivar,43600,21,e
20,Meta,1428400,6,e
28,Sucre,1417000,29,a
1,Amazonas,234800,20,c
3,Arauca,1403000,7,d
3,Arauca,1454000,27,e
8,Caqueta,1292000,29,b
5,Bolivar,1495400,28,b
14,Cundinamarca,550200,20,a
5,Bolivar,1443600,1,a
15,Guainia,759400,15,a
9,Casanare,344000,1,c
6,Boyaca,1306400,8,d
8,Caqueta,1808200,2,b
4,Atlantico,905600,16,b
21,Narino,454000,10,e
9,Casanare,1851200,20,a
15,Guainia,1961600,2,a
27,Santander,462000,2,a
22,Norte de Santander,977600,27,c
27,Santander,1742200,15,a
25,Risaralda,1863000,21,e
31,Vaupes,73400,18,e
19,Magdalena,1813000,24,a
32,Vichada,1405200,10,d
11,Cesar,1619200,0,c
16,Guaviare,1461400,11,a
7,Caldas,1280600,30,a
10,Cauca,1837600,3,b
18,La Guajira,1979400,19,e
2,Antioquia,585400,24,c
20,Meta,625000,2,b
23,Putumayo,1744000,25,d
26,San Andres y Providencia,1716800,12,d
5,Bolivar,906400,1,c
31,Vaupes,1370400,19,c
23,Putumayo,1406400,6,d
11,Cesar,1576600,21,b
24,Quindio,1906400,4,a
